stock,date,tweet
hd,11/11/2019 13:34,$HD short % to float is 36.26% https://t.co/BKFgkMmKWm $LOW 1.06% $LL 36.26%
low,11/11/2019 13:34,$HD short % to float is 36.26% https://t.co/BKFgkMmKWm $LOW 1.06% $LL 36.26%
low,11/11/2019 13:34,$HD short % to float is 36.26% https://t.co/BKFgkMmKWm $LOW 1.06% $LL 36.26%
bby,11/11/2019 13:37,"RT @BlocBuy: Q: What’s the difference between wholesale and retail? 

A: Nothing!....... if you are doing business with #BlocBuy

$bby - a…"
bby,11/11/2019 13:37,"RT @BlocBuy: Q: What’s the difference between wholesale and retail? 

A: Nothing!....... if you are doing business with #BlocBuy

$bby - a…"
bby,11/11/2019 13:37,"RT @BlocBuy: Q: What’s the difference between wholesale and retail? 

A: Nothing!....... if you are doing business with #BlocBuy

$bby - a…"
bby,11/11/2019 13:37,"RT @BlocBuy: Q: What’s the difference between wholesale and retail? 

A: Nothing!....... if you are doing business with #BlocBuy

$bby - a…"
bby,11/11/2019 13:37,"RT @BlocBuy: Q: What’s the difference between wholesale and retail? 

A: Nothing!....... if you are doing business with #BlocBuy

$bby - a…"
bby,11/11/2019 13:37,"RT @BlocBuy: Q: What’s the difference between wholesale and retail? 

A: Nothing!....... if you are doing business with #BlocBuy

$bby - a…"
hd,11/11/2019 13:40,Zacks: Brokerages Anticipate Home Depot Inc $HD to Announce $2.52 EPS https://t.co/0QexCYftyV
hd,11/11/2019 13:41,Zacks: Brokerages Anticipate Home Depot Inc $HD to Announce $2.52 EPS https://t.co/E4IED2GXNo #stocks
tgt,11/11/2019 13:46,"RT @gualestrit: #Target

Keybanc sube su precio objetivo de $120 a $130, cree que está posicionada perfectamente para ganar cuota de mercad…"
hd,11/11/2019 13:50,"11/11 Upgrades:

$BIDU $W

11/11 Downgrades:

$CSCO $EXPE $HD $QCOM"
tgt,11/11/2019 13:53,"RT @kspinka: Ok $TGT, so #Shipt is down, but you have no concept of back pressure in your delivery pipeline channels, so orders are just pi…"
hd,11/11/2019 13:55,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time… https://t.co/SgWgkKRRBs
hd,11/11/2019 13:56,"TODAY on #MorningTradeLive:

🔹 @hsilverb talks company buybacks
🔹 Downgrades in $QCOM $CSCO $HD $LITE
🔹 Mike Pisani… https://t.co/LPw2xzQ3a4"
hd,11/11/2019 14:02,"#investing Monday's Top Analyst Upgrades and Downgrades PART 2 

$HPE $HD $NVDA $OXY $PEB $QCOM $SWKS $SMAR $SPLK… https://t.co/sO7YwXWnKs"
hd,11/11/2019 14:02,"Long Watches: $TSLA, $WBA, $ASMB, $NKTR, $SPWR, $SCOR! Short Watches: $QCOM, $BA, $HD!"
tgt,11/11/2019 14:03,"$TGT $PSMT $DG $BURL:

PriceSmart’s (PSMT) Comps Rise for Fifth Straight Month:

https://t.co/CUqFg2T0Pi"
tgt,11/11/2019 14:10,$TGT Target price target raised to $130 from $120 at KeyBanc
hd,11/11/2019 14:13,Downgrades 11/11: $ACRX $ANAB $BBT $CPAC $CSCO $CTMX $EXPE $EYPT $GDOT $HD $LB $LITE $MOD $MT $NEXA $NLS $NWL $OFS… https://t.co/TDiH3cPNBq
tgt,11/11/2019 14:14,$TGT - KeyBanc sees Target rally extending https://t.co/eyH6cadExJ
bby,11/11/2019 14:16,"$BBY:

Is Best Buy Overvalued?:

https://t.co/AhN2QON9og"
bby,11/11/2019 14:16,"$BBY:

Is Best Buy Overvalued?:

https://t.co/AhN2QON9og"
bby,11/11/2019 14:16,"$BBY:

Is Best Buy Overvalued?:

https://t.co/AhN2QON9og"
bby,11/11/2019 14:16,"$BBY:

Is Best Buy Overvalued?:

https://t.co/AhN2QON9og"
bby,11/11/2019 14:16,"$BBY:

Is Best Buy Overvalued?:

https://t.co/AhN2QON9og"
bby,11/11/2019 14:16,"$BBY:

Is Best Buy Overvalued?:

https://t.co/AhN2QON9og"
tgt,11/11/2019 14:19,KeyBanc sees Target rally extending $TGT https://t.co/awAmxVPtTO
m,11/11/2019 14:21,"SR Plan:
Nothing too exciting this morning. 
Main tickers that I will be watching will be:
$SPY
$GPS
$M
$DIS
$CGC"
hd,11/11/2019 14:24,"Favs: $TSLA over 343, $SCOR over 3.60, $BA under 348.50, $HD under 230.00!"
m,11/11/2019 14:25,"here is today's watch list 

$CLVS $M $TRNX $ASMB $SCOR $CARB $VSTO $DARE $SPWR $NXTC

The #youtube #livestream is… https://t.co/975dGwJJyz"
hd,11/11/2019 14:29,"Btw, Estimated #Earnings Per Share for $HD is $1.59 it's 0.68% of the current price https://t.co/bP5BgBr8Oa"
hd,11/11/2019 14:29,"Follow me and turn on your notifications for these great calls!

Join my FREE Discord: https://t.co/0npLnxmLI6… https://t.co/kl3V2Wvmg3"
m,11/11/2019 14:29,"$M's Aroon indicator drops into Downtrend on November 8, 2019. View odds for this and other indicators:… https://t.co/2rHs14N2n9"
low,11/11/2019 14:30,Some #people #might not have a lot but #appear to be #very #prideful because of their #core #values and #selfless… https://t.co/XkLRNU5pzW
low,11/11/2019 14:30,Some #people #might not have a lot but #appear to be #very #prideful because of their #core #values and #selfless… https://t.co/XkLRNU5pzW
hd,11/11/2019 14:31,"RT @ScalpMaster1: Favs: $TSLA over 343, $SCOR over 3.60, $BA under 348.50, $HD under 230.00!"
m,11/11/2019 14:31,"RT @StockRecycler: SR Plan:
Nothing too exciting this morning. 
Main tickers that I will be watching will be:
$SPY
$GPS
$M
$DIS
$CGC"
m,11/11/2019 14:31,@AnonymousSage1 Trumps war on stopping trafficking of drugs and humans has cost the cabal $m's maybe even  more. So… https://t.co/OPLsMhGf80
tgt,11/11/2019 14:33,"$LOW $WMT $ROST $TGT:

The Zacks Analyst Blog Highlights: Walmart, Lowe’s, Ross Stores and Target:

https://t.co/OhGisWUkkL"
tgt,11/11/2019 14:33,#inside day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $XOM $ibm $amzn… https://t.co/Uj8QssewAo
low,11/11/2019 14:33,"$LOW $WMT $ROST $TGT:

The Zacks Analyst Blog Highlights: Walmart, Lowe’s, Ross Stores and Target:

https://t.co/OhGisWUkkL"
low,11/11/2019 14:33,"$LOW $WMT $ROST $TGT:

The Zacks Analyst Blog Highlights: Walmart, Lowe’s, Ross Stores and Target:

https://t.co/OhGisWUkkL"
m,11/11/2019 14:37,"RT @TradersColony: here is today's watch list 

$CLVS $M $TRNX $ASMB $SCOR $CARB $VSTO $DARE $SPWR $NXTC

The #youtube #livestream is on no…"
hd,11/11/2019 14:43,$HD showing up in our top breakout selection. https://t.co/dVFdTiy6cj
tgt,11/11/2019 14:44,"The Technology Company $Uber CEO Lacks Good Judgement Tell. 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm… https://t.co/GPKMH79Cvg"
hd,11/11/2019 14:47,"$SEE $MR $HD $FOR $HUBS
$EAT $TOO $RAD
$STAY $MR $AFT"
tgt,11/11/2019 14:48,"$TGT:

KeyBanc sees Target rally extending:

https://t.co/5ZpvEoaSBe"
tgt,11/11/2019 14:48,"Khasshogi Was Murdered! Premeditated Murder 1! There Was No Mistake! 
Your Fired $Uber ! 

$aapl $amzn $agn $brk… https://t.co/laZKWIaA6N"
tgt,11/11/2019 14:49,"$Uber CEO Proves He's A Moron! 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge… https://t.co/xcnqEDokBg"
m,11/11/2019 14:51,50 DMA Support today: $ACHC $JMU $YETI $SVM $CVNA $OKTA $BL $TRQ $RLJ $WHR $VEON $TWI $CNNE $MRO $MOS $MA $M $I… https://t.co/uL6IWab4jx
hd,11/11/2019 14:52,Fell Below 50 DMA today: $TRGP $TECK $SIL $OII $OIH $WPX $VALE $UN $MNLO $MWA $MTDR $KOL $XOM $AMZN $HD $FCG $EOG… https://t.co/Wdzrf9xNPE
tgt,11/11/2019 14:57,"Target Corporation (NYSE: $TGT) stock price volatility forecast to rise over next month.
https://t.co/KaL6HMOQeV https://t.co/kxW7jtg0Ym"
tgt,11/11/2019 14:59,"Target Corporation $TGT up by 0.12% at $110.2876

UNUSUAL ACTIVITY VOLUME 815.17% STRENGTH 567.97% 

#Stocks #UnusualActivity"
hd,11/11/2019 15:01,RT @GazelleTips: Another Boring Day... Get brains sharpened until next busy day $SPY $SQ $MSFT $AAPL $AMZN $ROKU $BABA $NFLX $FB $AMD $TSLA…
m,11/11/2019 15:01,"Only two trades this morning from tweets and SR plan. 
$DIS scale vs 187.50's started selling as yesterdays 188.50'… https://t.co/BlV6crQijY"
m,11/11/2019 15:02,Nice red to green $M
tgt,11/11/2019 15:04,"RT @kspinka: Ok $TGT, so #Shipt is down, but you have no concept of back pressure in your delivery pipeline channels, so orders are just pi…"
m,11/11/2019 15:04,"@Hotspur67 @HayroKara The $m question is do you go now and give a new guy time to asses the squad before Jan 1st, o… https://t.co/Fn9UdQJY5w"
tgt,11/11/2019 15:06,20 DMA Support today: $ARCC $MDLA $AVTR $PSTG $XELB $SWI $GTX $CWK $PLAY $ASHR $OPTT $WSM $WTI $TGT $MAG $MMS $IEX… https://t.co/yFQTTiT8dS
hd,11/11/2019 15:06,"Buy $W CALL  ||  86 Strike Price || Nov 15  @ 0.70

$SPY $SQ $MSFT $AAPL $AMZN $ROKU $BABA $NFLX $FB $AMD $TSLA… https://t.co/YetC1C31nM"
hd,11/11/2019 15:08,$hd is a fader
m,11/11/2019 15:09,"That is 1.5% on $M since entry, I took half off at 16.08. keeping the rest as long at 16's base. https://t.co/qZ187OmL44"
hd,11/11/2019 15:12,"$HD at first it all looks so pretty, but then we lift the carpet and 🤮💩 https://t.co/SZGet4Eyas"
tgt,11/11/2019 15:14,"RT @MercadomagicoV: $NMGC NEOMAGIC CORPORATION #ECOMMERCE DIVISION https://t.co/a6SL7hKFmG WELCOMES PRIME 6
https://t.co/ovzYcy6JH4
$AMZN $…"
tgt,11/11/2019 15:14,"RT @MercadoMagicoMX: $NMGC NEOMAGIC CORPORATION #ECOMMERCE DIVISION https://t.co/0SQ0xPrjbl WELCOMES PRIME 6
https://t.co/BDWUdk13SR
$AMZN…"
m,11/11/2019 15:14,"RT @MercadoMagicoMX: $NMGC NEOMAGIC CORPORATION #ECOMMERCE DIVISION https://t.co/0SQ0xPrjbl WELCOMES PRIME 6
https://t.co/BDWUdk13SR
$AMZN…"
m,11/11/2019 15:14,"RT @MercadomagicoV: $NMGC NEOMAGIC CORPORATION #ECOMMERCE DIVISION https://t.co/a6SL7hKFmG WELCOMES PRIME 6
https://t.co/ovzYcy6JH4
$AMZN $…"
tgt,11/11/2019 15:15,RT @NeoMagic_Corp: Open your online store (FREE 🆓 ) on https://t.co/EIcwSAiPzz start selling and get paid MAS! $NMGC @MERCADOMAGICO ▶ https…
hd,11/11/2019 15:15,"RT @TDANetwork: TODAY on #MorningTradeLive:

🔹 @hsilverb talks company buybacks
🔹 Downgrades in $QCOM $CSCO $HD $LITE
🔹 Mike Pisani on $VIX…"
low,11/11/2019 15:15,RT @NeoMagic_Corp: Open your online store (FREE 🆓 ) on https://t.co/EIcwSAiPzz start selling and get paid MAS! $NMGC @MERCADOMAGICO ▶ https…
low,11/11/2019 15:15,RT @NeoMagic_Corp: Open your online store (FREE 🆓 ) on https://t.co/EIcwSAiPzz start selling and get paid MAS! $NMGC @MERCADOMAGICO ▶ https…
m,11/11/2019 15:15,RT @NeoMagic_Corp: Open your online store (FREE 🆓 ) on https://t.co/EIcwSAiPzz start selling and get paid MAS! $NMGC @MERCADOMAGICO ▶ https…
m,11/11/2019 15:18,Foi a $M quem liberou o extra do kāi
m,11/11/2019 15:19,"$M at $15.94 Buy Stock Pick Alert sent on November 11, 2019 at 10:03 AM ET to subscribers #stockpicks"
m,11/11/2019 15:20,Elevated Implied Volatility $CHK $ACB $M #optionstrading https://t.co/Qy2lXX2Ga5
m,11/11/2019 15:20,$M that 16 level was ideal! Added back partial sells on 16 curl. Selling some more 16.22
tgt,11/11/2019 15:21,"In terms of scoring a bargain, income level generally isn't a factor for over 60% of consumers. So which retailers… https://t.co/YTUL5aDbYX"
m,11/11/2019 15:22,Massive $M put buyers here 7k of them that capture earnings
tgt,11/11/2019 15:29,"Such a Rounded Number. How Do They Not Know The Number? 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd… https://t.co/Z8orBp7gyn"
hd,11/11/2019 15:30,Monday's Top Analyst Upgrades and Downgrades PART 2 $HPE $HD $NVDA $OXY $PEB $QCOM $SWKS $SMAR $SPLK $TSLA $UAL… https://t.co/9TaSeklv32
m,11/11/2019 15:30,All done with $M getting to that point of the day for retracements. Sold the rest at .12
hd,11/11/2019 15:31,$HD 230 support intraday watch #HD
tgt,11/11/2019 15:32,Get to know the consumer discretionary sector #ETF $XLY. Top holdings include $AMZN $HD $MCD $NKE $SBUX $LOW $BKNG… https://t.co/7RctdMODP4
hd,11/11/2019 15:32,Get to know the consumer discretionary sector #ETF $XLY. Top holdings include $AMZN $HD $MCD $NKE $SBUX $LOW $BKNG… https://t.co/7RctdMODP4
low,11/11/2019 15:32,Get to know the consumer discretionary sector #ETF $XLY. Top holdings include $AMZN $HD $MCD $NKE $SBUX $LOW $BKNG… https://t.co/7RctdMODP4
low,11/11/2019 15:32,Get to know the consumer discretionary sector #ETF $XLY. Top holdings include $AMZN $HD $MCD $NKE $SBUX $LOW $BKNG… https://t.co/7RctdMODP4
tgt,11/11/2019 15:36,"17/A retail risk-on vs. risk-off chart

In a risk on scenario, expect the discretionary co's $KSS $LB $LAD $GM to o… https://t.co/FHo51VMlmo"
low,11/11/2019 15:36,"17/A retail risk-on vs. risk-off chart

In a risk on scenario, expect the discretionary co's $KSS $LB $LAD $GM to o… https://t.co/FHo51VMlmo"
low,11/11/2019 15:36,"17/A retail risk-on vs. risk-off chart

In a risk on scenario, expect the discretionary co's $KSS $LB $LAD $GM to o… https://t.co/FHo51VMlmo"
hd,11/11/2019 15:42,RT @247WallSt: Monday's Top Analyst Upgrades and Downgrades PART 2 $HPE $HD $NVDA $OXY $PEB $QCOM $SWKS $SMAR $SPLK $TSLA $UAL $WMGI https:…
hd,11/11/2019 15:44,"$AMZN $HD $MCD $NKE $SBUX:

XLY: Consumer Looks Hazy:

https://t.co/R7aGG8njQX"
tgt,11/11/2019 15:48,"Jamie's A Billionaire Now. 
His Work On $WE Proved His Greedy Ways. 

$aapl $amzn $agn $brk $bhc $tst $iep $crm… https://t.co/mCfZPMqR5v"
tgt,11/11/2019 15:48,STARTER SOLD -1 VERTICAL $TGT 20 DEC 19 105/100 PUT @1.24 https://t.co/aN2hrCRJAn
tgt,11/11/2019 15:50,"I Don't Know How Jamie Dimon Keeps His Job After $WE 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd… https://t.co/DnxpU8qAik"
tgt,11/11/2019 16:00,"$es_f eMini #futures #trading target for the short term: 3,089.25. It could happen today or next week. [ $aapl… https://t.co/6nmFdzgX7m"
hd,11/11/2019 16:01,"Bulls new Target for
$TSLA 365
$NVDA 214
$AAPL 265
$CAT 152

$ADBE #FF $AXP $IBM $CSCO $CVX $DIS $DD $JNJ $JPM $MCD… https://t.co/meRA5u0THf"
hd,11/11/2019 16:01,RT @OpenOutcrier: Downgrades 11/11: $ACRX $ANAB $BBT $CPAC $CSCO $CTMX $EXPE $EYPT $GDOT $HD $LB $LITE $MOD $MT $NEXA $NLS $NWL $OFS $ORA $…
tgt,11/11/2019 16:02,"RT @brianfires: Jamie's A Billionaire Now. 
His Work On $WE Proved His Greedy Ways. 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $…"
tgt,11/11/2019 16:05,"We Call For $JPM Chairman &amp; CEO, Jamie Dimon, To Step Down Over $WE 

$aapl $amzn $agn $brk $bhc $tst $iep $crm… https://t.co/8WYOD9rHCb"
tgt,11/11/2019 16:10,"Look, There's New Allegations &amp; More Coming! 
This....

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd… https://t.co/CqdxETv8TQ"
tgt,11/11/2019 16:18,"$JPM CEO Jamie Dimon 
Pimped $WE With Non GAAP &amp; It Backfired? 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep… https://t.co/tvG7U8w6aE"
m,11/11/2019 16:30,"@WhiteHouse @realDonaldTrump Thats why he took $M from the military for their housings, infrastructure, food allowa… https://t.co/j4FMN7eRkY"
tgt,11/11/2019 16:45,"Doubled Down on #Boeing Calls. 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge… https://t.co/TzoubakWWQ"
tgt,11/11/2019 16:47,"I Wasn't Done Yet! 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge $wfc $jpm $bac… https://t.co/uGDTxnD970"
hd,11/11/2019 16:47,$HD  new low
m,11/11/2019 16:55,"$M stock was down -1.51 %. Turned Positive 1.04 % | (Red to green move)  
 See other red to green mo
ves using… https://t.co/RBaJhmBcTC"
tgt,11/11/2019 17:03,"$INKW to Begin Production and Distribution

$KGKG $WPUR $EAST $NBEV $WMT $COST $KR $KO $TGT $FB $CMG $MCD $PEP $GO… https://t.co/Ko8QhRvi4K"
low,11/11/2019 17:05,The Top 10 Nasdaq-100 tickers by options volume vs normal volume are $TME $HUM $UPRO $NTAP $SEAS $ATUS $BAX $DXC… https://t.co/PnvinAlO5c
low,11/11/2019 17:05,The Top 10 Nasdaq-100 tickers by options volume vs normal volume are $TME $HUM $UPRO $NTAP $SEAS $ATUS $BAX $DXC… https://t.co/PnvinAlO5c
low,11/11/2019 17:05,The Top 10 Nasdaq-100 tickers by options volume vs normal volume are $TME $HUM $UPRO $NTAP $SEAS $ATUS $BAX $DXC… https://t.co/PnvinAlO5c
tgt,11/11/2019 17:06,"I Love The Stock Market! 

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge $wfc $jpm… https://t.co/6XEzZHITRR"
tgt,11/11/2019 17:08,"RT @TDAmeritrade: In terms of scoring a bargain, income level generally isn't a factor for over 60% of consumers. So which retailers might…"
tgt,11/11/2019 17:09,"I Sold My Calls at High. 
I Tend To Get In &amp; Out Early!

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd… https://t.co/tsFUzUEBOz"
low,11/11/2019 17:10,"$MAGP .006 new website up. Was reinstated last month on DE SOS after 11 years ~  200M O/S .

http:/  $MAGP $PRFC… https://t.co/dYWWkcNrSH"
low,11/11/2019 17:10,"$MAGP .006 new website up. Was reinstated last month on DE SOS after 11 years ~  200M O/S .

http:/  $MAGP $PRFC… https://t.co/dYWWkcNrSH"
low,11/11/2019 17:10,"$MAGP .006 new website up. Was reinstated last month on DE SOS after 11 years ~  200M O/S .

http:/  $MAGP $PRFC… https://t.co/dYWWkcNrSH"
tgt,11/11/2019 17:16,"I Bought More On The $BA Call Side Pushing Out Expiration. Cheers! 
$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep… https://t.co/mWqdgwiORf"
tgt,11/11/2019 17:20,"RT @PENNIEStoSTACKS: $INKW to Begin Production and Distribution

$KGKG $WPUR $EAST $NBEV $WMT $COST $KR $KO $TGT $FB $CMG $MCD $PEP $GO $GN…"
tgt,11/11/2019 17:23,"A Beginner’s Guide to Stock Investing. 

On Amazon. 

Link: https://t.co/Nm3L7G4Zzw 

$CWH $PBR $HDP $XENT $DNB… https://t.co/Ei9kNx6nAa"
low,11/11/2019 17:23,"A Beginner’s Guide to Stock Investing. 

On Amazon. 

Link: https://t.co/Nm3L7G4Zzw 

$CWH $PBR $HDP $XENT $DNB… https://t.co/Ei9kNx6nAa"
low,11/11/2019 17:23,"A Beginner’s Guide to Stock Investing. 

On Amazon. 

Link: https://t.co/Nm3L7G4Zzw 

$CWH $PBR $HDP $XENT $DNB… https://t.co/Ei9kNx6nAa"
low,11/11/2019 17:23,"A Beginner’s Guide to Stock Investing. 

On Amazon. 

Link: https://t.co/Nm3L7G4Zzw 

$CWH $PBR $HDP $XENT $DNB… https://t.co/Ei9kNx6nAa"
hd,11/11/2019 17:28,$HD Pullback to $230 support on light volume
tgt,11/11/2019 17:31,"https://t.co/7iKAfrsy67  BUY!!           $cron $TLRY $lyft $uber $AAPL $TSLA 
$AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD… https://t.co/fcpBbUBNs4"
low,11/11/2019 17:32,"High #Options Volume Today in $TME, $HUM, $UPRO, $NTAP, $SEAS, $ATUS, $BAX, $DXC, $GWPH and $LOW from @optionrats at https://t.co/vUVSVfoPw9"
low,11/11/2019 17:32,"High #Options Volume Today in $TME, $HUM, $UPRO, $NTAP, $SEAS, $ATUS, $BAX, $DXC, $GWPH and $LOW from @optionrats at https://t.co/vUVSVfoPw9"
low,11/11/2019 17:32,"High #Options Volume Today in $TME, $HUM, $UPRO, $NTAP, $SEAS, $ATUS, $BAX, $DXC, $GWPH and $LOW from @optionrats at https://t.co/vUVSVfoPw9"
m,11/11/2019 17:33,"Stocks with greater movement, last 15 minutes

$PRTY +/- 1.72% Party City Holdco Inc.
$QRTEA +/- 0.93% Qurate Retai… https://t.co/NLI1YmyO3z"
tgt,11/11/2019 17:43,"I Tried To Tell You. #Boeing is a $400 When The MAX Flies Again!
$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep… https://t.co/wd5gvbdzI5"
m,11/11/2019 17:43,"Stocks with greater movement, last 15 minutes

$GPS +/- 0.71% Gap Inc. (The)
$SE +/- 0.63% Sea Limited American Dep… https://t.co/spfF586ofb"
hd,11/11/2019 17:44,"RT @GazelleTips: Buy $W CALL  ||  86 Strike Price || Nov 15  @ 0.70

$SPY $SQ $MSFT $AAPL $AMZN $ROKU $BABA $NFLX $FB $AMD $TSLA $DIS $GOOG…"
hd,11/11/2019 17:46,$HD #Options OI chart. Free stocks app https://t.co/hgyHiwuLNm https://t.co/OhnKs5klOK
m,11/11/2019 17:46,$CLVS .... 10 more minutes for a large order in $M from a small group of physicians to hit their brokers !!!!! ....… https://t.co/1S2cZYsZ8O
tgt,11/11/2019 17:53,"2 Stoned Out Freaks?

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep $ibm $mcd $cmg $we $qsr $fb $ge $wfc $jpm $bac… https://t.co/lE3GvBC1fX"
low,11/11/2019 17:59,The top 10 Nasdaq-100 tickers by options volume vs normal volume are $TME $HUM $UPRO $NTAP $SEAS $ATUS $BAX $DXC… https://t.co/gXuOza5jGJ
low,11/11/2019 17:59,The top 10 Nasdaq-100 tickers by options volume vs normal volume are $TME $HUM $UPRO $NTAP $SEAS $ATUS $BAX $DXC… https://t.co/gXuOza5jGJ
low,11/11/2019 17:59,The top 10 Nasdaq-100 tickers by options volume vs normal volume are $TME $HUM $UPRO $NTAP $SEAS $ATUS $BAX $DXC… https://t.co/gXuOza5jGJ
tgt,11/11/2019 18:01,"Today's million dollar CALL #options trade update:
$AAPL $AMRN $AMZN $BABA $BAC $FB $GOOGL $NFLX $OXY $SYK $TGT… https://t.co/YJ75X2hgad"
m,11/11/2019 18:13,"Mid-day highest % above OR 30-min high, Up/Avg Gain of today's seven 30-min bars, G/L % in previous 30-Min &amp; Tradin… https://t.co/IOJKNy9KT1"
hd,11/11/2019 18:14,$HD #HD nice pop off 230 support mentioned.
wmt,11/11/2019 18:15,"$WMT $PYPL:

Synchrony Preferred Shares Are Better Than Their Rating Implies:

https://t.co/rg0EB0Z11A"
hd,11/11/2019 18:16,@jpmorgan @centralbank_ie @TheFCA @FT What does the private bank actually do (though you wouldn't think it based on… https://t.co/2sOU0MAVjE
hd,11/11/2019 18:18,$ARST 003 OVERSOLD. BOUNCING 52WKHIGH $1.48💸 $LOW $TWTR $LLY $ABMD $RHT $MCD $TTWO $UTX $CL $DWDP $PEP $PYPL $CELG… https://t.co/VcKMAKkCKG
low,11/11/2019 18:18,$ARST 003 OVERSOLD. BOUNCING 52WKHIGH $1.48💸 $LOW $TWTR $LLY $ABMD $RHT $MCD $TTWO $UTX $CL $DWDP $PEP $PYPL $CELG… https://t.co/VcKMAKkCKG
low,11/11/2019 18:18,$ARST 003 OVERSOLD. BOUNCING 52WKHIGH $1.48💸 $LOW $TWTR $LLY $ABMD $RHT $MCD $TTWO $UTX $CL $DWDP $PEP $PYPL $CELG… https://t.co/VcKMAKkCKG
low,11/11/2019 18:18,$ARST 003 OVERSOLD. BOUNCING 52WKHIGH $1.48💸 $LOW $TWTR $LLY $ABMD $RHT $MCD $TTWO $UTX $CL $DWDP $PEP $PYPL $CELG… https://t.co/VcKMAKkCKG
wmt,11/11/2019 18:25,"With past performance like this, how can you not sign up for a Free 7-day trial to https://t.co/CS9MHlxhkS? Winning… https://t.co/dXzWceCDYK"
m,11/11/2019 18:26,#WallStreet should get shares of $MNI Mcclatchy since it's board of DIRECTORS $ETSY are probably sleeping... $ETSY… https://t.co/G9TRLFzZeC
wmt,11/11/2019 18:29,"S&amp;P 500, Nasdaq slip as Trump, Hong Kong sour mood; Boeing lifts Dow $BA $WMT $CSCO $NVDA $WBA https://t.co/2fnWtaVcSn"
wmt,11/11/2019 18:30,"Walmart $WMT Hires More Than 14,000 Military Spouses in 12 months https://t.co/qfxyhMJOSo #stocktwits #stockmarketnews"
tgt,11/11/2019 18:32,"RT @gualestrit: #Target

Keybanc sube su precio objetivo de $120 a $130, cree que está posicionada perfectamente para ganar cuota de mercad…"
m,11/11/2019 18:33,"@Pismo_B @laughwhenucry @realDonaldTrump Amazing isn't. now look at this, Trump made billions in private sector the… https://t.co/M2y3MiaqId"
m,11/11/2019 18:35,who  too 5]hateI crowded  with  dress hfull of  wwi3W why  from  crowded  from g will joker but toy5 crowded theyD… https://t.co/sNxFnusuCq
wmt,11/11/2019 18:42,"$BIEI Alert - Announces New Direction on MoneyTV Watch Now

https://t.co/uBnp8DXLEE

For more information:… https://t.co/hVy1C0b32t"
wmt,11/11/2019 18:43,"US STOCKS-S&amp;P 500, Nasdaq slip as Trump, Hong Kong sour mood; Boeing lifts Dow $BA $WMT $CSCO $NVDA $WBA https://t.co/IR9aR8vmiu"
tgt,11/11/2019 18:46,"I'm In Long #Boeing Had To Push Out Expirations Though! So We Wait!

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep… https://t.co/CKalamOjes"
wmt,11/11/2019 18:46,"RT @HyenukChu: Para esta semana 11-15 Nov:
Lu: $BABA Singles Day
Ma: Trump Trade policy $SWKS $TLRY $HUYA 
Mi: $NTAP Powell Congreso
Ju: $W…"
wmt,11/11/2019 18:46,"I'm In Long #Boeing Had To Push Out Expirations Though! So We Wait!

$aapl $amzn $agn $brk $bhc $tst $iep $crm $pep… https://t.co/CKalamOjes"
wmt,11/11/2019 18:50,Unicorn Bay rating for $WMT is 2.88 out of 5. https://t.co/1iGUrqmJJM
m,11/11/2019 18:50,First batch of $m common shares today on the positive bounce of support. https://t.co/adium86s64
m,11/11/2019 18:52,$M Macy's looking good for another outsized moved ahead of the next Ex-Dividend date (12/12). MACD histogram has be… https://t.co/IZmAVD304x
wmt,11/11/2019 18:56,Earnings Pack Week Ending 11/15/19  https://t.co/b0i4pFGFPR  $NVDA $WMT $SAGE $OSTK $CRON $TLRY $CBS $TSN $ROK… https://t.co/XfDmCqmKE3
wmt,11/11/2019 19:00,#Options #maxpain chart for $WMT. Free options app https://t.co/wPNDm22czd https://t.co/rA24VpFKSH
wmt,11/11/2019 19:00,"""5 Earnings Reports To Watch This Week: Cisco, Walmart, NVIDIA, Canopy, https://t.co/OAGrJyv5S7"" $WMT $NVDA $CGC 

https://t.co/CL0ql9aPSX"
